codigo_inep;codigo_mec;nome_escola_original;nome_escola_cadastro;municipio;ano;data_documento;data_evento;tipo_evento;status_evento;documento_origem;pagina_origem;evidencia;nivel_confianca;observacao
41130359;41130359;CURITIBA JULIO MESQUITA, C E PROF-EF M PROFIS;JULIO MESQUITA C E CM PROFEF M PROFIS;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41130421;41130421;CURITIBA LAMENHA LINS, C E PRES-EF M PROFIS;LAMENHA LINS C E CM PRESEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41130685;41130685;CURITIBA LUIZA ROSS, C E PROFA-EF M PROFIS;LUIZA ROSS C E CM PROFAEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41130723;41130723;CURITIBA LYSIMACO F COSTA, C E PROF-EF M;LYSIMACO F COSTA C E PROFEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41130936;41130936;CURITIBA MARIA MONTESSORI, C E-EF M 5;MARIA MONTESSORI C EEF M;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41134516;41134516;DECIO DOSSI, C E DR-EF M;DECIO DOSSI C E DREF M PROFIS;Fazenda Rio Grande;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41137361;41137361;ARNALDO JANSEN, C E PE-EF M PROF;ARNALDO JANSEN C E CM PEEF M PROFIS;São José dos Pinhais;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41137698;41137698;MARIA VIDAL NOVAES, E E-EF;MARIA VIDAL NOVAES E EEF;São José dos Pinhais;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41137809;41137809;GODOFREDO MACHADO, E E-EF;GODOFREDO MACHADO E EEF;São José dos Pinhais;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41138422;41138422;SILVEIRA DA MOTTA, C E-EF M PROFIS;SILVEIRA DA MOTTA C EEF M PROFIS;São José dos Pinhais;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41150902;41150902;PLANTA DEODORO, C E-EF M;PLANTA DEODORO C E CM EF M;Piraquara;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41158806;41158806;ROCHA POMBO, C E-EF M;ROCHA POMBO C E CMEF M;Araucária;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41360567;41360567;WALDE ROSI GALVAO, C E-EF M;WALDE ROSI GALVAO C EEF M;Pinhais;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41531876;41531876;CURITIBA GUIDO ARZUA, C E PROF-EF M PROFIS;GUIDO ARZUA C E CMEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Edital nº 101/2023 (p. 2) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41003292;41003292;S C M CASTELO SANTOS DUMONT, C E-EF M;SANTOS DUMONT C E CMEF M;Santa Cruz de Monte Castelo;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41012631;41012631;GOIOERE RIBEIRO DE CAMPOS, E E-EF;RIBEIRO DE CAMPOS E E CMEF;Goioerê;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41021100;41021100;ANASTACIO CEREZINE, E E-EF 6;ANASTACIO CEREZINE E E CMEF;Alvorada do Sul;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41037324;41037324;IVAIPORA ANTONIO DINIZ PEREIRA, C E-EF M PROFIS;ANTONIO DINIZ PEREIRA C E CMEF M;Ivaiporã;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41040317;41040317;IVAI JOSE DE MATTOS LEAO, C E-EF M;JOSE DE MATTOS LEAO C E CMEF M;São João do Ivaí;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41042778;41042778;ANDIRA STELLA MARIS, C E-EF M;STELLA MARIS C E CMEF M;Andirá;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41046552;41046552;CAMBARA CAROLINA LUPION, C E DONA-EF M;CAROLINA LUPION C E CM DONAEF M;Cambará;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41046960;41046960;JACAREZINHO ANESIO DE A LEITE, C E-EF M PROFIS;ANESIO DE A LEITE C E CMEF M PROFIS;Jacarezinho;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41075919;41075919;FOZ DO IGUACU ALMIRO SARTORI, C E-EF M PROFIS;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41076036;41076036;FOZ DO IGUACU AYRTON SENNA DA SILVA, C E-EF M N PROFIS;AYRTON SENNA DA SILVA C EEF M N PROFIS;Foz do Iguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41076605;41076605;FOZ DO IGUACU JUSCELINO K DE OLIVEIRA, C E-EF M PROFIS;JUSCELINO K DE OLIVEIRA C EEF M PROFIS;Foz do Iguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41077512;41077512;MEDIANEIRA ARTHUR DA C SILVA, C E MAL-EF M PROFIS;ARTHUR DA C SILVA C E CM MALEF M P;Medianeira;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41081340;41081340;PLANALTO JOAO ZACCO PARANA, C E-EF M PROFIS;JOAO ZACCO PARANA C E CMEF M;Planalto;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41084772;41084772;DOIS VIZINHOS LEONARDO DA VINCI, C E-EF M N PROFIS;LEONARDO DA VINCI C E CMEF M N PROFIS;Dois Vizinhos;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41085906;41085906;FRANC BELTRAO EDUARDO VIRMOND SUPLICY, C E DR- EF M P;EDUARDO VIRMOND SUPLICY C E DREF M P;Francisco Beltrão;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41086945;41086945;MARMELEIRO MARMELEIRO, C E DE-EF M PROFIS;MARMELEIRO C E DEEF M;Marmeleiro;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41099133;41099133;CANTAGALO OLAVO BILAC, C E-EF M N PROFIS;OLAVO BILAC C EEF M N PROFIS;Cantagalo;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41099940;41099940;GUARAPUAVA CESAR STANGE, C E-EF M;CESAR STANGE C EEF M;Guarapuava;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41105176;41105176;QUEDAS IGUACU ALTO RECREIO, C E-EF M;ALTO RECREIO C E CMEF M;Quedas do Iguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41131223;41131223;CURITIBA MILTON CARNEIRO, C E-EF M PROFIS;MILTON CARNEIRO C E CMEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41131479;41131479;CURITIBA NATALIA REGINATO, C E-EF M PROFIS;NATALIA REGINATO C EEF M PROFIS;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41132475;41132475;CURITIBA PINHEIRO DO PARANA, C E-EF M PROFIS;PINHEIRO DO PARANA C E CMEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41132718;41132718;CURITIBA PROTASIO DE CARVALHO, C E-EF M PROFIS;PROTASIO DE CARVALHO C EEF M PROFIS;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41132955;41132955;CURITIBA ROBERTO LANGER JUNIOR, C E-EF M PROFIS;ROBERTO LANGER JUNIOR C EEF M PROFIS;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41133137;41133137;CURITIBA SANTA FELICIDADE, C E-EF M PROFIS;SANTA FELICIDADE C E CMEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41133200;41133200;CURITIBA SANTO ANTONIO, E E-EF;SANTO ANTONIO C E CMEF M;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41133358;41133358;CURITIBA SAO PAULO APOSTOLO, C E-EF M PROFIS;SAO PAULO APOSTOLO C EEF M PROFIS;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41134419;41134419;CURITIBA XAVIER DA SILVA, C E DR-EF M PROFIS;XAVIER DA SILVA C E DREF M PROFIS;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41148550;41148550;FOZ DO IGUACU SANTA RITA, E E-EF;SANTA RITA E E CMEF;Foz do Iguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41357027;41357027;CURITIBA TEOBALDO L KLETEMBERG, C E PR-EF M P;TEOBALDO L KLETEMBERG C E PREF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41370597;41370597;CURITIBA PILAR MATURANA, C E-EF M P;PILAR MATURANA C EEF M P;Curitiba;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41378580;41378580;FOZ DO IGUACU CATARATAS DO IGUACU, C E-EF M PROFIS;CATARATAS DO IGUACU C EEF M PROFIS;Foz do Iguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Edital nº 101/2023 (p. 3) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41020286;41020286;MANDAGUACU FRANCISCO J PERIOTO, E E PROF-EF;FRANCISCO J PERIOTO E E CM PROFEF;Mandaguaçu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41021010;41021010;MANOEL F ALMEIDA, E E DR-EF;MANOEL F ALMEIDA E E CM DREF;Santo Inácio;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41022750;41022750;FLORESTA ARTHUR C E SILVA, E E PRES-EF;ARTHUR C E SILVA E E CM PRESEF;Floresta;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41024931;41024931;PAICANDU NEIDE BERTASSO BERALDO, C E-EF M PROFIS;NEIDE BERTASSO BERALDO C EEF M PROFIS;Paiçandu;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41028406;41028406;CAMBE ANDREA NUZZI, C E MAESTRO-EF M PROFIS;ANDREA NUZZI C E CM MAESTROEF M P;Cambé;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41028457;41028457;CAMBE ATTILIO CODATO, C E-EF M PROFIS;ATTILIO CODATO C E CMEF M;Cambé;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41028732;41028732;CAMBE HELENA KOLODY, C E PROF-EF M;HELENA KOLODY C E CM PROFEF M;Cambé;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41028902;41028902;CAMBE MANUEL BANDEIRA, C E-EF EM PROFIS;MANUEL BANDEIRA C E CMEF M PROFIS;Cambé;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
41030125;41030125;LONDRINA CARLOS DE ALMEIDA, C E-EF M PROFIS;CARLOS DE ALMEIDA C E CMEF M PROFIS;Londrina;2023;2023-11-10;2023-11-28;CONSULTA;CONVOCADA;edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Edital nº 101/2023 (p. 4) - Convocação da comunidade escolar para Consulta Pública realizada em 28 e 29/11/2023 com previsão de adesão em 2024.;CONFIRMADO;Convocação da comunidade escolar para consulta pública nos dias 28 e 29 de novembro de 2023.
