codigo_mec_documento;codigo_inep;nome_escola_original;nome_escola_cadastro;municipio_documento;municipio_cadastro;uf;status_matching;nivel_confianca;justificativa;fonte_cadastro;documento_origem;pagina_origem;observacao
41032225;41032225;LONDRINA NEWTON GUIMARAES, C E PROF-EF M;NEWTON GUIMARAES C E CM PROFEF M;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (GUIMARAES, NEWTON).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41032241;41032241;LONDRINA NILO PECANHA, C E-EF M PROFIS;NILO PECANHA C E CMEF M PROFIS;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (NILO, PECANHA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41032446;41032446;LONDRINA OLYMPIA M TORMENTA, C E PROF-EF M PROFIS;OLYMPIA M TORMENTA C E CM PROFEF M P;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (OLYMPIA, TORMENTA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41032853;41032853;LONDRINA RIO BRANCO, C E BAR DO-EF M;RIO BRANCO C E CM BAR DOEF M;Londrina;Londrina;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Londrina' idêntico e termos significativos concordantes (BAR, BRANCO, RIO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41033620;41033620;ROLANDIA LAURO P TAVARES, C E DR-EF M;LAURO P TAVARES C E CM DREF M;Londrina;Rolândia;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Rolândia' identificado no cabeçalho/texto e termos nominais concordantes (LAURO, TAVARES).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41037324;41037324;IVAIPORA ANTONIO DINIZ PEREIRA, C E-EF M PROFIS;ANTONIO DINIZ PEREIRA C E CMEF M;Ivaiporã;Ivaiporã;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ivaiporã' idêntico e termos significativos concordantes (ANTONIO, DINIZ, PEREIRA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41037413;41037413;IVAIPORÃ BENTO MUSSURUNGA, C E - EF M;BENTO MOSSURUNGA C EEF M;Ivaiporã;Ivaiporã;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ivaiporã' idêntico e termos significativos concordantes (BENTO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41039068;41039068;NEREU RAMOS, E E-EF;NEREU RAMOS E E CMEF;Manoel Ribas;Manoel Ribas;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Manoel Ribas' idêntico e termos significativos concordantes (NEREU, RAMOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41040317;41040317;IVAI JOSE DE MATTOS LEAO, C E-EF M;JOSE DE MATTOS LEAO C E CMEF M;São João;São João do Ivaí;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'São João do Ivaí' identificado no cabeçalho/texto e termos nominais concordantes (JOSE, LEAO, MATTOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41040694;41040694;S PEDRO DO IVAI VICENTE MACHADO, C E C-EF M;VICENTE MACHADO C E CMEF M;Ivaiporã;São Pedro do Ivaí;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41040694 exato; Estabelecimento Vicente Machado homologado no Edital 122/2023 (p. 1) sob NRE Ivaiporã em São Pedro do Ivaí. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Revisar relação NRE vs Município.
41040759;41040759;ASSAÍ CARRAO, C E CONS-EF M;CARRAO C E CONSEF M;Cornélio Procópio;Assaí;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Assaí' identificado no cabeçalho/texto e termos nominais concordantes (CARRAO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41042670;41042670;ABATIA RUI BARBOSA, C E - E F M PROF;RUI BARBOSA C E EF M N PROFIS;Jacarezinho;Abatiá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Abatiá' identificado no cabeçalho/texto e termos nominais concordantes (BARBOSA, RUI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41042778;41042778;ANDIRA STELLA MARIS, C E-EF M;STELLA MARIS C E CMEF M;Jacarezinho;Andirá;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Andirá' identificado no cabeçalho/texto e termos nominais concordantes (MARIS, STELLA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41043375;41043375;BANDEIRANTES NOBREGA DA CUNHA, C E-EF M;NOBREGA DA CUNHA C E CMEF M;Cornélio Procópio;Bandeirantes;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Bandeirantes' identificado no cabeçalho/texto e termos nominais concordantes (CUNHA, NOBREGA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41046218;41046218;SERTANEJA ANTONIO BITONTI, E E PROF-EF;ANTONIO BITONTI E E CM PROFEF;Cornélio Procópio;Sertaneja;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Sertaneja' identificado no cabeçalho/texto e termos nominais concordantes (ANTONIO, BITONTI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41046552;41046552;CAMBARA CAROLINA LUPION, C E DONA-EF M;CAROLINA LUPION C E CM DONAEF M;Jacarezinho;Cambará;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Cambará' identificado no cabeçalho/texto e termos nominais concordantes (CAROLINA, LUPION).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41046960;41046960;JACAREZINHO ANESIO DE A LEITE, C E-EF M PROFIS;ANESIO DE A LEITE C E CMEF M PROFIS;Jacarezinho;Jacarezinho;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Jacarezinho' idêntico e termos significativos concordantes (A, ANESIO, LEITE).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
41051351;41051351;MIGUEL DIAS, C E-EF M PROFIS;MIGUEL DIAS C EEF M PROFIS;Joaquim Távora;Joaquim Távora;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Joaquim Távora' idêntico e termos significativos concordantes (DIAS, MIGUEL).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual.
41052250;41052250;S JOSE B VISTA NEWTON SAMPAIO, E E-EF;NEWTON SAMPAIO C E CMEF M;Wenceslau Braz;São José da Boa Vista;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41052250 exato; Estabelecimento Newton Sampaio no Edital 114/2023 (p. 3) sob NRE Wenceslau Braz em São José da Boa Vista. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Revisar relação NRE vs Município.
41053494;41053494;WENCESLAU BRAZ MIGUEL NASSIF MALUF, C E-EF M;MIGUEL NASSIF MALUF C E CMEF M;Wenceslau Braz;Wenceslau Braz;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Wenceslau Braz' idêntico e termos significativos concordantes (MALUF, MIGUEL, NASSIF).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Rede Estadual.
41056264;41056264;TELEMACO BORBA JARDIM ALEGRE, C E-EF M PROFIS;JARDIM ALEGRE C E CMEF M PROFIS;Telêmaco Borba;Telêmaco Borba;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Telêmaco Borba' idêntico e termos significativos concordantes (ALEGRE, JARDIM).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41056574;41056574;IMBAU TANCREDO NEVES, C E PRES-EF M PROFIS;TANCREDO NEVES C E PRESEF M PROFIS;Telêmaco Borba;Imbaú;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Imbaú' identificado no cabeçalho/texto e termos nominais concordantes (NEVES, TANCREDO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41060296;41060296;CARAMBEI JULIA WANDERLEY, C E-EF M PROFIS;JULIA WANDERLEY C EEF M PROFIS;Ponta Grossa;Carambeí;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Carambeí' identificado no cabeçalho/texto e termos nominais concordantes (JULIA, WANDERLEY).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41060466;41060466;CASTRO NICOLAU BALTASAR, C E PE-EF M;NICOLAU BALTASAR C E PEEF M;Ponta Grossa;Castro;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Castro' identificado no cabeçalho/texto e termos nominais concordantes (BALTASAR, NICOLAU).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41062108;41062108;PONTA GROSSA BECKER E SILVA, C E PROF-EF M PROFIS;BECKER E SILVA C E CM PROFEF M PROFIS;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (BECKER, SILVA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41062191;41062191;PONTA GROSSA CARLOS ZELESNY, C E PE-EF M;CARLOS ZELESNY C E CM PEEF M;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (CARLOS, ZELESNY).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41062272;41062272;PONTA GROSSA INSTITUTO ED. E. PROF. CESAR P MARTINEZ EF M;INST ED E PROF CESAR P MARTINEZF M N P;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (CESAR, ED).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;3;Rede Estadual.
41062469;41062469;PONTA GROSSA EPAMINONDAS N RIBAS, C E DR-EF M PROFIS;EPAMINONDAS N RIBAS C E CM DREF M P;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (EPAMINONDAS, RIBAS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41062914;41062914;PONTA GROSSA KENNEDY, C E PRES-EF M PROFIS 7;KENNEDY C E PRESEFMPN;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (KENNEDY).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;4;Rede Estadual.
41062949;41062949;PONTA GROSSA LINDA S BACILA, C E PROFA-EF M PROFIS;LINDA S BACILA C E PROFAEF M PROFIS;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (BACILA, LINDA, S).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Rede Estadual.
41063031;41063031;PONTA GROSSA MENELEU DE ALMEIDA TORRES, C C E PROF EF M PROFI;MENELEU A TORRES C E PROFEF M PROFIS;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (MENELEU, TORRES).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;3;Rede Estadual.
41063058;41063058;PONTA GROSSA MONTEIRO LOBATO, E E-EF;MONTEIRO LOBATO E EEF;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (LOBATO, MONTEIRO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;3;Rede Estadual.
41063139;41063139;PONTA GROSSA NOSSA SRA DA GLORIA, C E-EF M;NOSSA SRA DA GLORIA C E CMEF M;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (GLORIA, NOSSA, SRA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Rede Estadual.
41063155;41063155;PONTA GROSSA OSORIO, C E GAL-EF M;OSORIO C E CM GALEF M PROFIS;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (OSORIO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41063384;41063384;PONTA GROSSA SANTA MARIA, C E-EF M;SANTA MARIA C EEF M;Ponta Grossa;Ponta Grossa;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Ponta Grossa' idêntico e termos significativos concordantes (MARIA, SANTA).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Rede Estadual.
41067029;41067029;GRACILIANO RAMOS, E E-EF;GRACILIANO RAMOS E E CMEF;Santa Helena;Santa Helena;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Santa Helena' idêntico e termos significativos concordantes (GRACILIANO, RAMOS).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41068688;41068688;TOLEDO JOAO ARNALDO RITT, C E-EF M;JOAO ARNALDO RITT C E CMEF M;Toledo;Toledo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Toledo' idêntico e termos significativos concordantes (ARNALDO, JOAO, RITT).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual.
41068807;41068807;TOLEDO LUIZ AUGUSTO M REGO, C E-EF M PROFIS;LUIZ AUGUSTO M REGO C E CMEF M PROFIS;Toledo;Toledo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Toledo' idêntico e termos significativos concordantes (AUGUSTO, LUIZ, REGO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;5;Rede Estadual.
41068998;41068998;TOLEDO NOVO SARANDI, C E EF M;NOVO SARANDI C E CEF M;Toledo;Toledo;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Toledo' idêntico e termos significativos concordantes (NOVO, SARANDI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;3;Rede Estadual.
41070224;41070224;CAFELÂNDIA ALBERTO S DUMONT, C E-EF M N PROFIS;ALBERTO S DUMONT C EEF M N PROFIS;Cascavel;Cafelândia;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Cafelândia' identificado no cabeçalho/texto e termos nominais concordantes (ALBERTO, DUMONT, S).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1252025_gsseed_prot249175889_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41070585;41070585;CAP L MARQUES CARLOS A CAMARGO, C E-EF M PROFIS;CARLOS A CAMARGO C E CMEF M PROFIS;Cascavel;Capitão Leônidas Marques;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Conclusivo + NRE/Município Validado);"Revalidado na Auditoria Final: Código MEC 41070585 exato; Estabelecimento Carlos A Camargo no Edital 114/2023 (p. 2) sob NRE Cascavel em Capitão Leônidas Marques. Identidade canônica confirmada sem ambiguidade.";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Revisar relação NRE vs Município.
41071018;41071018;CASCAVEL XIV DE NOVEMBRO, C E -EF M;XIV DE NOVEMBRO C E CMEF M;Cascavel;Cascavel;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Cascavel' idêntico e termos significativos concordantes (NOVEMBRO, XIV).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41071409;41071409;CASCAVEL HUMBERTO A C BRANCO, C E MAL-EF M PROF;HUMBERTO A C BRANCO C E CM MALEF M P;Cascavel;Cascavel;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Cascavel' idêntico e termos significativos concordantes (A, BRANCO, HUMBERTO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41071590;41071590;CASCAVEL JOSE A B ORSO, C E-EF M;JOSE A B ORSO C E CMEF M PROF;Cascavel;Cascavel;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Cascavel' idêntico e termos significativos concordantes (A, B, JOSE, ORSO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41071832;41071832;CASCAVEL MARILIS F PIROTELLI, C E-EF M;MARILIS F PIROTELLI C EEF M;Cascavel;Cascavel;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Cascavel' idêntico e termos significativos concordantes (F, MARILIS, PIROTELLI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual.
41072626;41072626;CORBELIA AMANCIO MORO, C E-EF M N PROFIS;AMANCIO MORO C E CM EF M N PROFIS;Cascavel;Corbélia;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Corbélia' identificado no cabeçalho/texto e termos nominais concordantes (AMANCIO, MORO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;2;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41073037;41073037;DIAMANTE DO SUL OSORIO DUQUE ESTRADA, C E-EF M;OSORIO DUQUE ESTRADA C E CMEF M;Laranjeiras do Sul;Diamante do Sul;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Validado no Texto);"Código MEC coincide com ID_ESCOLA; município 'Diamante do Sul' identificado no cabeçalho/texto e termos nominais concordantes (DUQUE, ESTRADA, OSORIO).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1102023_gsseed.pdf;1;Rede Estadual. Variação gráfica ou abreviação de município tratada.
41075919;41075919;FOZ DO IGUACU ALMIRO SARTORI, C E-EF M PROFIS;ALMIRO SARTORI C EEF M PROFIS;Foz do Iguaçu;Foz do Iguaçu;PR;CONFIRMADO;Nível 3 (Código Exato + Nome Compatível + Município Concordante);"Código MEC coincide perfeitamente com ID_ESCOLA INEP; município 'Foz do Iguaçu' idêntico e termos significativos concordantes (ALMIRO, SARTORI).";INEP/MEC - Base Consolidada Paraná (divulgacao_pr_consolidado.xlsx / escolas_tidy.parquet);edital1012023_gsseed_protocolo213100866_ccm_consulta_publica.pdf;3;Rede Estadual.
